==========================================
SLURM_JOB_ID = 9442660
SLURM_NODELIST = gpu-4-56
CUDA_VISIBLE_DEVICES = 0
==========================================
Unloading openmpi/4.1.5
Unloading slurm/23.02.7
Loading slurm/23.02.7
Loading openmpi/4.1.5
+ python CNN.py /home/zhuosl/VPML/Genome_matrix/genome_matrix_full.csv
wandb: Currently logged in as: zsliu. Use `wandb login --relogin` to force relogin
wandb: wandb version 0.16.2 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.16.0
wandb: Run data is saved locally in /home/zhuosl/VPML/DL_model/wandb/run-20240121_214450-9jo2nh3e
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run CNN_full_genome_matrix
wandb: ⭐️ View project at https://wandb.ai/zsliu/VPML
wandb: 🚀 View run at https://wandb.ai/zsliu/VPML/runs/9jo2nh3e
Fold 1/10
Epoch [1/100], Training Loss: 0.6842, Training Accuracy: 55.87%, Validation Accuracy: 61.11%
Epoch [92/100], Training Loss: 0.3301, Training Accuracy: 98.55%, Validation Accuracy: 95.96%
Epoch [93/100], Training Loss: 0.3285, Training Accuracy: 98.48%, Validation Accuracy: 95.96%
Epoch [94/100], Training Loss: 0.3277, Training Accuracy: 98.55%, Validation Accuracy: 94.95%
Epoch [95/100], Training Loss: 0.3294, Training Accuracy: 98.74%, Validation Accuracy: 95.45%
Epoch [96/100], Training Loss: 0.3300, Training Accuracy: 98.55%, Validation Accuracy: 95.45%
Epoch [97/100], Training Loss: 0.3273, Training Accuracy: 98.67%, Validation Accuracy: 95.45%
Epoch [98/100], Training Loss: 0.3273, Training Accuracy: 98.67%, Validation Accuracy: 95.96%
Epoch [99/100], Training Loss: 0.3281, Training Accuracy: 98.74%, Validation Accuracy: 95.45%
Epoch [100/100], Training Loss: 0.3323, Training Accuracy: 98.48%, Validation Accuracy: 95.45%
Finished Training
Final Evaluation: Precision: 0.8888, Recall: 0.8889, F1 Score: 0.8888, Accuracy: 0.8889
Fold 9/10
Epoch [1/100], Training Loss: 0.6846, Training Accuracy: 54.48%, Validation Accuracy: 60.10%
Epoch [2/100], Training Loss: 0.6616, Training Accuracy: 57.20%, Validation Accuracy: 60.10%
Epoch [3/100], Training Loss: 0.6230, Training Accuracy: 74.24%, Validation Accuracy: 60.10%
Epoch [4/100], Training Loss: 0.5784, Training Accuracy: 77.53%, Validation Accuracy: 83.84%
Epoch [5/100], Training Loss: 0.5476, Training Accuracy: 79.80%, Validation Accuracy: 83.84%
Epoch [6/100], Training Loss: 0.5154, Training Accuracy: 82.64%, Validation Accuracy: 84.34%
Epoch [7/100], Training Loss: 0.4955, Training Accuracy: 84.91%, Validation Accuracy: 86.36%
Epoch [8/100], Training Loss: 0.4793, Training Accuracy: 84.85%, Validation Accuracy: 83.84%
Epoch [9/100], Training Loss: 0.4716, Training Accuracy: 86.30%, Validation Accuracy: 85.35%
Epoch [10/100], Training Loss: 0.4572, Training Accuracy: 86.49%, Validation Accuracy: 85.35%
Epoch [11/100], Training Loss: 0.4372, Training Accuracy: 88.45%, Validation Accuracy: 84.85%
Epoch [12/100], Training Loss: 0.4525, Training Accuracy: 87.94%, Validation Accuracy: 85.35%
Epoch [13/100], Training Loss: 0.4297, Training Accuracy: 88.38%, Validation Accuracy: 84.85%
Epoch [14/100], Training Loss: 0.4300, Training Accuracy: 89.08%, Validation Accuracy: 85.35%
Epoch [15/100], Training Loss: 0.4166, Training Accuracy: 89.52%, Validation Accuracy: 87.37%
Epoch [16/100], Training Loss: 0.4190, Training Accuracy: 90.03%, Validation Accuracy: 86.87%
Epoch [17/100], Training Loss: 0.4174, Training Accuracy: 89.90%, Validation Accuracy: 86.87%
Epoch [18/100], Training Loss: 0.4087, Training Accuracy: 91.29%, Validation Accuracy: 85.86%
Epoch [19/100], Training Loss: 0.4098, Training Accuracy: 90.85%, Validation Accuracy: 87.88%
Epoch [20/100], Training Loss: 0.4038, Training Accuracy: 91.10%, Validation Accuracy: 85.35%
Epoch [21/100], Training Loss: 0.4119, Training Accuracy: 90.97%, Validation Accuracy: 87.37%
Epoch [22/100], Training Loss: 0.4036, Training Accuracy: 91.48%, Validation Accuracy: 86.87%
Epoch [23/100], Training Loss: 0.3956, Training Accuracy: 91.79%, Validation Accuracy: 87.37%
Epoch [24/100], Training Loss: 0.3998, Training Accuracy: 92.17%, Validation Accuracy: 88.38%
Epoch [25/100], Training Loss: 0.3936, Training Accuracy: 91.98%, Validation Accuracy: 87.37%
Epoch [26/100], Training Loss: 0.3909, Training Accuracy: 92.68%, Validation Accuracy: 88.89%
Epoch [27/100], Training Loss: 0.3869, Training Accuracy: 92.93%, Validation Accuracy: 87.88%
Epoch [28/100], Training Loss: 0.3892, Training Accuracy: 93.50%, Validation Accuracy: 88.89%
Epoch [29/100], Training Loss: 0.3830, Training Accuracy: 92.68%, Validation Accuracy: 88.38%
Epoch [30/100], Training Loss: 0.3739, Training Accuracy: 94.00%, Validation Accuracy: 88.38%
Epoch [31/100], Training Loss: 0.3730, Training Accuracy: 94.13%, Validation Accuracy: 88.38%
Epoch [32/100], Training Loss: 0.3721, Training Accuracy: 94.63%, Validation Accuracy: 89.90%
Epoch [33/100], Training Loss: 0.3679, Training Accuracy: 94.63%, Validation Accuracy: 87.37%
Epoch [34/100], Training Loss: 0.3739, Training Accuracy: 95.14%, Validation Accuracy: 89.90%
Epoch [35/100], Training Loss: 0.3659, Training Accuracy: 95.33%, Validation Accuracy: 88.89%
Epoch [36/100], Training Loss: 0.3631, Training Accuracy: 95.58%, Validation Accuracy: 89.90%
Epoch [37/100], Training Loss: 0.3642, Training Accuracy: 95.77%, Validation Accuracy: 89.90%
Epoch [38/100], Training Loss: 0.3559, Training Accuracy: 95.64%, Validation Accuracy: 89.90%
Epoch [39/100], Training Loss: 0.3592, Training Accuracy: 96.21%, Validation Accuracy: 89.39%
Epoch [40/100], Training Loss: 0.3552, Training Accuracy: 96.65%, Validation Accuracy: 89.39%
Epoch [41/100], Training Loss: 0.3631, Training Accuracy: 96.09%, Validation Accuracy: 89.39%
Epoch [42/100], Training Loss: 0.3585, Training Accuracy: 96.59%, Validation Accuracy: 89.39%
Epoch [43/100], Training Loss: 0.3562, Training Accuracy: 96.40%, Validation Accuracy: 90.40%
Epoch [44/100], Training Loss: 0.3487, Training Accuracy: 97.16%, Validation Accuracy: 89.90%
Epoch [45/100], Training Loss: 0.3484, Training Accuracy: 96.53%, Validation Accuracy: 88.89%
Epoch [46/100], Training Loss: 0.3507, Training Accuracy: 96.84%, Validation Accuracy: 88.89%
Epoch [47/100], Training Loss: 0.3573, Training Accuracy: 96.84%, Validation Accuracy: 88.89%
Epoch [48/100], Training Loss: 0.3474, Training Accuracy: 97.22%, Validation Accuracy: 89.90%
Epoch [49/100], Training Loss: 0.3483, Training Accuracy: 97.03%, Validation Accuracy: 88.89%
Epoch [50/100], Training Loss: 0.3442, Training Accuracy: 97.41%, Validation Accuracy: 89.39%
Epoch [51/100], Training Loss: 0.3428, Training Accuracy: 97.66%, Validation Accuracy: 89.90%
Epoch [52/100], Training Loss: 0.3468, Training Accuracy: 96.97%, Validation Accuracy: 89.90%
Epoch [53/100], Training Loss: 0.3442, Training Accuracy: 97.35%, Validation Accuracy: 89.90%
Epoch [54/100], Training Loss: 0.3417, Training Accuracy: 97.54%, Validation Accuracy: 88.89%
Epoch [55/100], Training Loss: 0.3417, Training Accuracy: 97.73%, Validation Accuracy: 89.39%
Epoch [56/100], Training Loss: 0.3404, Training Accuracy: 97.54%, Validation Accuracy: 87.88%
Epoch [57/100], Training Loss: 0.3399, Training Accuracy: 97.41%, Validation Accuracy: 89.90%
Epoch [58/100], Training Loss: 0.3416, Training Accuracy: 97.29%, Validation Accuracy: 89.90%
Epoch [59/100], Training Loss: 0.3414, Training Accuracy: 97.54%, Validation Accuracy: 89.39%
Epoch [60/100], Training Loss: 0.3353, Training Accuracy: 97.98%, Validation Accuracy: 89.90%
Epoch [61/100], Training Loss: 0.3363, Training Accuracy: 97.85%, Validation Accuracy: 89.39%
Epoch [62/100], Training Loss: 0.3381, Training Accuracy: 97.79%, Validation Accuracy: 89.39%
Epoch [63/100], Training Loss: 0.3380, Training Accuracy: 97.85%, Validation Accuracy: 89.90%
Epoch [64/100], Training Loss: 0.3405, Training Accuracy: 97.79%, Validation Accuracy: 88.38%
Epoch [65/100], Training Loss: 0.3362, Training Accuracy: 97.98%, Validation Accuracy: 89.39%
Epoch [66/100], Training Loss: 0.3348, Training Accuracy: 97.92%, Validation Accuracy: 88.89%
Epoch [67/100], Training Loss: 0.3356, Training Accuracy: 97.85%, Validation Accuracy: 88.89%
Epoch [68/100], Training Loss: 0.3323, Training Accuracy: 98.17%, Validation Accuracy: 89.39%
Epoch [69/100], Training Loss: 0.3337, Training Accuracy: 98.17%, Validation Accuracy: 90.40%
Epoch [70/100], Training Loss: 0.3330, Training Accuracy: 98.04%, Validation Accuracy: 89.39%
Epoch [71/100], Training Loss: 0.3358, Training Accuracy: 98.17%, Validation Accuracy: 89.39%
Epoch [72/100], Training Loss: 0.3361, Training Accuracy: 97.98%, Validation Accuracy: 89.39%
Epoch [73/100], Training Loss: 0.3354, Training Accuracy: 98.23%, Validation Accuracy: 88.89%
Epoch [74/100], Training Loss: 0.3360, Training Accuracy: 98.23%, Validation Accuracy: 88.38%
Epoch [75/100], Training Loss: 0.3340, Training Accuracy: 98.30%, Validation Accuracy: 90.40%
Epoch [76/100], Training Loss: 0.3313, Training Accuracy: 98.42%, Validation Accuracy: 88.89%
Epoch [77/100], Training Loss: 0.3310, Training Accuracy: 98.48%, Validation Accuracy: 90.40%
Epoch [78/100], Training Loss: 0.3305, Training Accuracy: 98.48%, Validation Accuracy: 90.40%
Epoch [79/100], Training Loss: 0.3312, Training Accuracy: 98.23%, Validation Accuracy: 89.39%
Epoch [80/100], Training Loss: 0.3296, Training Accuracy: 98.42%, Validation Accuracy: 89.90%
Epoch [81/100], Training Loss: 0.3314, Training Accuracy: 98.48%, Validation Accuracy: 89.39%
Epoch [82/100], Training Loss: 0.3292, Training Accuracy: 98.36%, Validation Accuracy: 90.40%
Epoch [83/100], Training Loss: 0.3297, Training Accuracy: 98.42%, Validation Accuracy: 88.89%
Epoch [84/100], Training Loss: 0.3299, Training Accuracy: 98.42%, Validation Accuracy: 90.40%
Epoch [85/100], Training Loss: 0.3305, Training Accuracy: 98.42%, Validation Accuracy: 88.89%
Epoch [86/100], Training Loss: 0.3295, Training Accuracy: 98.23%, Validation Accuracy: 90.40%
Epoch [87/100], Training Loss: 0.3270, Training Accuracy: 98.67%, Validation Accuracy: 89.90%
Epoch [88/100], Training Loss: 0.3298, Training Accuracy: 98.42%, Validation Accuracy: 89.39%
Epoch [89/100], Training Loss: 0.3278, Training Accuracy: 98.67%, Validation Accuracy: 88.89%
Epoch [90/100], Training Loss: 0.3310, Training Accuracy: 98.55%, Validation Accuracy: 89.90%
Epoch [91/100], Training Loss: 0.3267, Training Accuracy: 98.80%, Validation Accuracy: 89.39%
Epoch [92/100], Training Loss: 0.3274, Training Accuracy: 98.67%, Validation Accuracy: 90.40%
Epoch [93/100], Training Loss: 0.3278, Training Accuracy: 98.61%, Validation Accuracy: 89.39%
Epoch [94/100], Training Loss: 0.3288, Training Accuracy: 98.67%, Validation Accuracy: 89.39%
Epoch [95/100], Training Loss: 0.3267, Training Accuracy: 98.80%, Validation Accuracy: 90.40%
Epoch [96/100], Training Loss: 0.3274, Training Accuracy: 98.80%, Validation Accuracy: 88.38%
Epoch [97/100], Training Loss: 0.3278, Training Accuracy: 98.61%, Validation Accuracy: 89.39%
Epoch [98/100], Training Loss: 0.3264, Training Accuracy: 98.74%, Validation Accuracy: 89.39%
Epoch [99/100], Training Loss: 0.3265, Training Accuracy: 98.74%, Validation Accuracy: 89.39%
Epoch [100/100], Training Loss: 0.3281, Training Accuracy: 98.74%, Validation Accuracy: 89.39%
Finished Training
Final Evaluation: Precision: 0.9358, Recall: 0.9343, F1 Score: 0.9345, Accuracy: 0.9343
Fold 10/10
Epoch [1/100], Training Loss: 0.6836, Training Accuracy: 56.82%, Validation Accuracy: 68.18%
Epoch [2/100], Training Loss: 0.6486, Training Accuracy: 63.19%, Validation Accuracy: 77.78%
Epoch [3/100], Training Loss: 0.6002, Training Accuracy: 75.95%, Validation Accuracy: 65.15%
Epoch [4/100], Training Loss: 0.5600, Training Accuracy: 79.17%, Validation Accuracy: 82.83%
Epoch [5/100], Training Loss: 0.5120, Training Accuracy: 81.82%, Validation Accuracy: 84.85%
Epoch [6/100], Training Loss: 0.4924, Training Accuracy: 83.27%, Validation Accuracy: 84.85%
Epoch [7/100], Training Loss: 0.4807, Training Accuracy: 85.54%, Validation Accuracy: 85.86%
Epoch [8/100], Training Loss: 0.4683, Training Accuracy: 85.35%, Validation Accuracy: 85.35%
Epoch [9/100], Training Loss: 0.4520, Training Accuracy: 87.18%, Validation Accuracy: 86.87%
Epoch [10/100], Training Loss: 0.4481, Training Accuracy: 87.56%, Validation Accuracy: 87.37%
Epoch [11/100], Training Loss: 0.4516, Training Accuracy: 88.51%, Validation Accuracy: 87.37%
Epoch [12/100], Training Loss: 0.4288, Training Accuracy: 89.02%, Validation Accuracy: 87.88%
Epoch [13/100], Training Loss: 0.4351, Training Accuracy: 89.39%, Validation Accuracy: 87.37%
Epoch [14/100], Training Loss: 0.4160, Training Accuracy: 89.71%, Validation Accuracy: 87.88%
Epoch [15/100], Training Loss: 0.4203, Training Accuracy: 90.72%, Validation Accuracy: 88.89%
Epoch [16/100], Training Loss: 0.4094, Training Accuracy: 91.10%, Validation Accuracy: 88.38%
Epoch [17/100], Training Loss: 0.4031, Training Accuracy: 91.22%, Validation Accuracy: 88.89%
Epoch [18/100], Training Loss: 0.4079, Training Accuracy: 91.48%, Validation Accuracy: 88.89%
Epoch [19/100], Training Loss: 0.4096, Training Accuracy: 91.35%, Validation Accuracy: 87.88%
Epoch [20/100], Training Loss: 0.4082, Training Accuracy: 90.28%, Validation Accuracy: 88.38%
Epoch [21/100], Training Loss: 0.4030, Training Accuracy: 91.92%, Validation Accuracy: 88.38%
Epoch [22/100], Training Loss: 0.4019, Training Accuracy: 91.29%, Validation Accuracy: 89.39%
Epoch [23/100], Training Loss: 0.3905, Training Accuracy: 92.99%, Validation Accuracy: 89.90%
Epoch [24/100], Training Loss: 0.3946, Training Accuracy: 92.68%, Validation Accuracy: 90.40%
Epoch [25/100], Training Loss: 0.3824, Training Accuracy: 93.62%, Validation Accuracy: 90.40%
Epoch [26/100], Training Loss: 0.3810, Training Accuracy: 93.81%, Validation Accuracy: 90.40%
Epoch [27/100], Training Loss: 0.3799, Training Accuracy: 93.37%, Validation Accuracy: 90.40%
Epoch [28/100], Training Loss: 0.3757, Training Accuracy: 94.38%, Validation Accuracy: 90.91%
Epoch [29/100], Training Loss: 0.3699, Training Accuracy: 94.63%, Validation Accuracy: 90.91%
Epoch [30/100], Training Loss: 0.3720, Training Accuracy: 94.26%, Validation Accuracy: 91.41%
Epoch [31/100], Training Loss: 0.3666, Training Accuracy: 94.95%, Validation Accuracy: 90.91%
Epoch [32/100], Training Loss: 0.3721, Training Accuracy: 95.33%, Validation Accuracy: 90.91%
Epoch [33/100], Training Loss: 0.3642, Training Accuracy: 95.39%, Validation Accuracy: 90.91%
Epoch [34/100], Training Loss: 0.3679, Training Accuracy: 95.01%, Validation Accuracy: 92.42%
Epoch [35/100], Training Loss: 0.3648, Training Accuracy: 95.45%, Validation Accuracy: 90.91%
Epoch [36/100], Training Loss: 0.3610, Training Accuracy: 95.58%, Validation Accuracy: 92.93%
Epoch [37/100], Training Loss: 0.3620, Training Accuracy: 95.96%, Validation Accuracy: 92.93%
Epoch [38/100], Training Loss: 0.3579, Training Accuracy: 96.15%, Validation Accuracy: 92.93%
Epoch [39/100], Training Loss: 0.3542, Training Accuracy: 96.21%, Validation Accuracy: 92.93%
Epoch [40/100], Training Loss: 0.3564, Training Accuracy: 96.21%, Validation Accuracy: 92.93%
Epoch [41/100], Training Loss: 0.3537, Training Accuracy: 97.03%, Validation Accuracy: 92.93%
Epoch [42/100], Training Loss: 0.3529, Training Accuracy: 96.53%, Validation Accuracy: 92.93%
Epoch [43/100], Training Loss: 0.3492, Training Accuracy: 96.65%, Validation Accuracy: 93.43%
Epoch [44/100], Training Loss: 0.3500, Training Accuracy: 96.78%, Validation Accuracy: 92.93%
Epoch [45/100], Training Loss: 0.3510, Training Accuracy: 96.59%, Validation Accuracy: 92.93%
Epoch [46/100], Training Loss: 0.3502, Training Accuracy: 96.84%, Validation Accuracy: 92.93%
Epoch [47/100], Training Loss: 0.3513, Training Accuracy: 96.72%, Validation Accuracy: 92.93%
Epoch [48/100], Training Loss: 0.3459, Training Accuracy: 96.84%, Validation Accuracy: 92.93%
Epoch [49/100], Training Loss: 0.3506, Training Accuracy: 97.03%, Validation Accuracy: 92.93%
Epoch [50/100], Training Loss: 0.3455, Training Accuracy: 97.29%, Validation Accuracy: 92.93%
Epoch [51/100], Training Loss: 0.3456, Training Accuracy: 96.78%, Validation Accuracy: 92.93%
Epoch [52/100], Training Loss: 0.3455, Training Accuracy: 97.35%, Validation Accuracy: 93.43%
Epoch [53/100], Training Loss: 0.3475, Training Accuracy: 96.97%, Validation Accuracy: 92.93%
Epoch [54/100], Training Loss: 0.3451, Training Accuracy: 97.41%, Validation Accuracy: 93.43%
Epoch [55/100], Training Loss: 0.3471, Training Accuracy: 97.29%, Validation Accuracy: 93.94%
Epoch [56/100], Training Loss: 0.3401, Training Accuracy: 97.41%, Validation Accuracy: 92.93%
Epoch [57/100], Training Loss: 0.3433, Training Accuracy: 97.22%, Validation Accuracy: 93.43%
Epoch [58/100], Training Loss: 0.3395, Training Accuracy: 97.66%, Validation Accuracy: 92.93%
Epoch [59/100], Training Loss: 0.3400, Training Accuracy: 97.54%, Validation Accuracy: 92.93%
Epoch [60/100], Training Loss: 0.3439, Training Accuracy: 97.66%, Validation Accuracy: 93.43%
Epoch [61/100], Training Loss: 0.3395, Training Accuracy: 97.79%, Validation Accuracy: 92.93%
Epoch [62/100], Training Loss: 0.3405, Training Accuracy: 97.60%, Validation Accuracy: 92.93%
Epoch [63/100], Training Loss: 0.3386, Training Accuracy: 97.79%, Validation Accuracy: 92.93%
Epoch [64/100], Training Loss: 0.3420, Training Accuracy: 97.60%, Validation Accuracy: 93.43%
Epoch [65/100], Training Loss: 0.3390, Training Accuracy: 98.04%, Validation Accuracy: 93.43%
Epoch [66/100], Training Loss: 0.3377, Training Accuracy: 97.85%, Validation Accuracy: 93.43%
Epoch [67/100], Training Loss: 0.3408, Training Accuracy: 97.92%, Validation Accuracy: 93.43%
Epoch [68/100], Training Loss: 0.3346, Training Accuracy: 97.98%, Validation Accuracy: 93.43%
Epoch [69/100], Training Loss: 0.3373, Training Accuracy: 97.98%, Validation Accuracy: 93.43%
Epoch [70/100], Training Loss: 0.3333, Training Accuracy: 98.11%, Validation Accuracy: 93.43%
Epoch [71/100], Training Loss: 0.3358, Training Accuracy: 98.04%, Validation Accuracy: 93.43%
Epoch [72/100], Training Loss: 0.3352, Training Accuracy: 98.04%, Validation Accuracy: 93.43%
Epoch [73/100], Training Loss: 0.3335, Training Accuracy: 98.11%, Validation Accuracy: 92.93%
Epoch [74/100], Training Loss: 0.3381, Training Accuracy: 98.04%, Validation Accuracy: 92.93%
Epoch [75/100], Training Loss: 0.3371, Training Accuracy: 97.98%, Validation Accuracy: 93.43%
Epoch [76/100], Training Loss: 0.3322, Training Accuracy: 98.17%, Validation Accuracy: 92.93%
Epoch [77/100], Training Loss: 0.3332, Training Accuracy: 97.92%, Validation Accuracy: 93.43%
Epoch [78/100], Training Loss: 0.3355, Training Accuracy: 98.17%, Validation Accuracy: 92.93%
Epoch [79/100], Training Loss: 0.3353, Training Accuracy: 98.04%, Validation Accuracy: 92.93%
Epoch [80/100], Training Loss: 0.3314, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [81/100], Training Loss: 0.3335, Training Accuracy: 98.36%, Validation Accuracy: 93.43%
Epoch [82/100], Training Loss: 0.3323, Training Accuracy: 98.17%, Validation Accuracy: 92.93%
Epoch [83/100], Training Loss: 0.3309, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [84/100], Training Loss: 0.3313, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [85/100], Training Loss: 0.3317, Training Accuracy: 98.11%, Validation Accuracy: 93.43%
Epoch [86/100], Training Loss: 0.3305, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [87/100], Training Loss: 0.3295, Training Accuracy: 98.23%, Validation Accuracy: 92.93%
Epoch [88/100], Training Loss: 0.3361, Training Accuracy: 98.23%, Validation Accuracy: 92.93%
Epoch [89/100], Training Loss: 0.3316, Training Accuracy: 98.23%, Validation Accuracy: 92.93%
Epoch [90/100], Training Loss: 0.3309, Training Accuracy: 98.23%, Validation Accuracy: 92.93%
Epoch [91/100], Training Loss: 0.3305, Training Accuracy: 98.48%, Validation Accuracy: 92.93%
Epoch [92/100], Training Loss: 0.3303, Training Accuracy: 98.23%, Validation Accuracy: 92.93%
Epoch [93/100], Training Loss: 0.3328, Training Accuracy: 98.42%, Validation Accuracy: 93.43%
Epoch [94/100], Training Loss: 0.3313, Training Accuracy: 98.36%, Validation Accuracy: 93.43%
Epoch [95/100], Training Loss: 0.3311, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [96/100], Training Loss: 0.3316, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [97/100], Training Loss: 0.3347, Training Accuracy: 98.36%, Validation Accuracy: 92.93%
Epoch [98/100], Training Loss: 0.3317, Training Accuracy: 98.36%, Validation Accuracy: 92.93%
Epoch [99/100], Training Loss: 0.3320, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [100/100], Training Loss: 0.3291, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Finished Training
Final Evaluation: Precision: 0.9162, Recall: 0.9141, F1 Score: 0.9146, Accuracy: 0.9141
Average precision: 0.9122135945122102
Standard deviation precision: 0.021729358538729104
Average recall: 0.9116161616161615%
Standard deviation recall: 0.021457217965907095%
Average f1: 0.9115431574854803%
Standard deviation f1: 0.021465195133131852%
Average accuracy: 0.9116161616161615%
Standard deviation accuracy: 0.021457217965907095%
wandb: - 0.014 MB of 0.109 MB uploadedwandb: \ 0.014 MB of 0.109 MB uploadedwandb: 
wandb: Run history:
wandb:  Average accuracy: ▁
wandb:         Average f1 ▁
wandb: Average precision  ▁
wandb:     Average recall ▁
wandb:     Best AUC Score ▁
wandb:     Final Accuracy ▅▁█▃▄▅▅▂▆▅
wandb:     Final F1 Score ▄▁█▃▄▅▅▂▆▅
wandb:   Final Precision  ▄▁█▃▄▅▄▂▆▅
wandb:       Final Recall ▅▁█▃▄▅▅▂▆▅
wandb:      Std accuracy: ▁
wandb:            Std f1  ▁
wandb:     Std precision  ▁
wandb:        Std recall  ▁
wandb: 
wandb: Run summary:
wandb:  Average accuracy: 0.91162
wandb:         Average f1 0.91154
wandb: Average precision  0.91221
wandb:     Average recall 0.91162
wandb:     Best AUC Score 0.98039
wandb:     Final Accuracy 0.91414
wandb:     Final F1 Score 0.91459
wandb:   Final Precision  0.91622
wandb:       Final Recall 0.91414
wandb:      Std accuracy: 0.02146
wandb:            Std f1  0.02147
wandb:     Std precision  0.02173
wandb:        Std recall  0.02146
wandb: 
wandb: 🚀 View run CNN_full_genome_matrix at: https://wandb.ai/zsliu/VPML/runs/9jo2nh3e
wandb: ️⚡ View job at https://wandb.ai/zsliu/VPML/jobs/QXJ0aWZhY3RDb2xsZWN0aW9uOjExODk2OTY5Nw==/version_details/v4
wandb: Synced 6 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20240121_214450-9jo2nh3e/logs
+ env
+ grep SLURM
SLURM_JOB_USER=zhuosl
SLURM_TASKS_PER_NODE=1
SLURM_JOB_UID=1044122
SLURM_TASK_PID=2063838
SLURM_JOB_GPUS=4
SLURM_LOCALID=0
SLURM_SUBMIT_DIR=/home/zhuosl/VPML/DL_model
SLURMD_NODENAME=gpu-4-56
SLURM_JOB_START_TIME=1705902278
SLURM_NODE_ALIASES=(null)
SLURM_CLUSTER_NAME=farm
SLURM_JOB_END_TIME=1706028278
SLURM_CPUS_ON_NODE=32
SLURM_JOB_CPUS_PER_NODE=32
SLURM_GPUS_ON_NODE=1
SLURM_GTIDS=0
SLURM_JOB_PARTITION=gpu-a100-h
SLURM_JOB_NUM_NODES=1
SLURM_JOBID=9442660
SLURM_JOB_QOS=datalabgrp-gpu-a100-h-qos
SLURM_PROCID=0
SLURM_CPUS_PER_TASK=32
SLURM_TOPOLOGY_ADDR=gpu-4-56
SLURM_TOPOLOGY_ADDR_PATTERN=node
SLURM_SCRIPT_CONTEXT=prolog_task
SLURM_MEM_PER_NODE=64000
SLURM_WORKING_CLUSTER=farm:monitoring-ib:6817:9984:109
SLURM_ROOT=/share/apps/22.04/slurm/23.02.7
SLURM_NODELIST=gpu-4-56
SLURM_JOB_ACCOUNT=datalabgrp
SLURM_PRIO_PROCESS=0
SLURM_NNODES=1
SLURM_SUBMIT_HOST=farm
SLURM_JOB_ID=9442660
SLURM_NODEID=0
SLURM_CONF=/share/apps/22.04/slurm/23.02.7/etc/slurm.conf
SLURM_JOB_NAME=VP_ML
SLURM_JOB_GID=1044122
SLURM_JOB_NODELIST=gpu-4-56
+ scontrol show job 9442660
JobId=9442660 JobName=VP_ML
   UserId=zhuosl(1044122) GroupId=zhuosl(1044122) MCS_label=N/A
   Priority=8540 Nice=0 Account=datalabgrp QOS=datalabgrp-gpu-a100-h-qos
   JobState=RUNNING Reason=None Dependency=(null)
   Requeue=1 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   RunTime=01:07:39 TimeLimit=1-11:00:00 TimeMin=N/A
   SubmitTime=2024-01-21T21:44:38 EligibleTime=2024-01-21T21:44:38
   AccrueTime=2024-01-21T21:44:38
   StartTime=2024-01-21T21:44:38 EndTime=2024-01-23T08:44:38 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2024-01-21T21:44:38 Scheduler=Main
   Partition=gpu-a100-h AllocNode:Sid=farm:692301
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=gpu-4-56
   BatchHost=gpu-4-56
   NumNodes=1 NumCPUs=32 NumTasks=1 CPUs/Task=32 ReqB:S:C:T=0:0:*:*
   ReqTRES=cpu=32,mem=62.50G,node=1,billing=32,gres/gpu=1
   AllocTRES=cpu=32,mem=62.50G,node=1,billing=32,gres/gpu=1
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:* CoreSpec=*
   MinCPUsNode=32 MinMemoryNode=62.50G MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=OK Contiguous=0 Licenses=(null) Network=(null)
   Command=/home/zhuosl/VPML/DL_model/CNN.sh
   WorkDir=/home/zhuosl/VPML/DL_model
   StdErr=/home/zhuosl/VPML/DL_model/11_26_CNN.log
   StdIn=/dev/null
   StdOut=/home/zhuosl/VPML/DL_model/11_26_CNN.log
   Power=
   TresPerNode=gres:gpu:1
   MailUser=zsliu@ucdavis.edu MailType=INVALID_DEPEND,BEGIN,END,FAIL,REQUEUE,STAGE_OUT
   

+ sstat --format JobID,MaxRSS,AveCPU -j 9442660
JobID            MaxRSS     AveCPU 
------------ ---------- ---------- 

############### Job 9442660 summary ###############
Name                : VP_ML
User                : zhuosl
Account             : datalabgrp
Partition           : gpu-a100-h
Nodes               : gpu-4-56
Cores               : 32
GPUs                : 1
State               : COMPLETED
ExitCode            : 0:0
